STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,Reference area,Frequency of observation,Measure,Age,Sex,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2000,79.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2001,79.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2002,81.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2003,84.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2004,83.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2005,83.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2006,84.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2007,85.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2008,88.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2009,88.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2010,100.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2011,102
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2012,100.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2013,102.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2014,103
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2015,101.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2016,101.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2017,102.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2018,105.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2019,101.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2020,101.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Brazil,Annual,Protein supply,Total,Total,Grammes per person per day,2021,101.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1960,7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1961,7.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1962,7.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1963,7.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1964,7.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1965,7.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1966,8.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1967,8.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1968,8.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1969,8.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1970,8.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1971,9.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1972,9.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1973,10.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1974,10.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1975,10.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1976,10.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1977,10.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1978,10.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1979,10.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1980,10.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1981,10.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1982,10.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1983,10.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1984,9.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1985,9.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1986,9.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1987,9.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1988,9.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1989,8.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1990,8.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1991,8.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1992,7.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1993,7.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1994,7.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1995,7.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1996,7.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1997,7.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1998,7.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1999,7.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2000,7.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2001,7.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2002,7.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2003,7.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2004,7.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2005,8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2006,8.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2007,8.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2008,8.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2009,8.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2010,8.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2011,8.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2012,8.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2013,8.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2014,8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2015,8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2016,8.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2017,8.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2018,8.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2019,8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2020,8.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2021,8.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Canada,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2022,8.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1961,6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1962,7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1963,5.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1964,5.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1965,6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1966,7.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1967,8.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1968,8.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1969,9.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1970,11.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1971,14.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1972,15.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1973,16.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1974,16.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1975,15.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1976,16
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1977,16.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1978,14.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1979,14.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1980,14.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1981,14.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1982,13.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1983,10.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1984,10.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1985,10.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1986,10.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1987,10.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1988,9.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1989,9.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1990,9.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1991,8.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1992,8.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1993,8.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1994,9.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1995,8.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1996,9.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1997,8.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1998,8.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,1999,9.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2000,8.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2001,8.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2002,9.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2003,9.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2004,9.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2005,9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2006,9.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2007,9.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2008,9.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2009,8.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2010,8.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2011,8.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2012,9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2013,8.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2014,8.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2015,9.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,Korea,Annual,Alcohol consumption,15 years or over,Total,Litres per person,2016,8.7
